2 801.496384754986
4 801.078023952141
6 800.455528877110
8 799.666119926159
10 798.798786079546
12 797.945701810652
14 797.189958061251
16 796.592555757343
18 796.178040375253
20 795.940845053630
22 795.854768547648
24 795.876579928523
26 795.962260127541
28 796.071884714739
30 796.179889226248
32 796.269255385728
34 796.335035495572
36 796.380650328557
38 796.406745390259
40 796.417211913743
42 796.420201330011
44 796.420799829122
46 796.421721632488
48 796.425442626941
50 796.430570102656
52 796.430324376261
54 796.417894855122
56 796.389732898344
58 796.343152803724
60 796.275699615481
62 796.186365505677
64 796.081067688564
66 795.973549012928
68 795.886029951649
70 795.859418800867
72 795.935513657326
74 796.154712703867
76 796.551477427365
78 797.130298315387
80 797.871391608613
82 798.720103348417
84 799.590206831632
86 800.373744808688
88 800.944226127739
90 800.810083300591
92 804.989097772783
94 800.255714545617
96 801.051140804006
98 800.544614330344
100 799.775730506689
102 798.911852913115
104 798.050985610711
106 797.276163281439
108 796.652862110681
110 796.215893803684
112 795.960051502953
114 795.859967956559
116 795.869441529388
118 795.947149625910
120 796.053035033845
122 796.159393768944
124 796.249453100067
126 796.317754822344
128 796.364711158384
130 796.395202731475
132 796.412784840360
134 796.422904465301
136 796.429776952258
138 796.438120719464
140 796.446590483329
142 796.451776184381
144 796.447671150583
146 796.428884809912
148 796.397102006634
150 796.350321627737
152 796.284657933355
154 796.196823548408
156 796.091383520621
158 795.979644576540
160 795.885642191996
162 795.847951110543
164 795.908027861332
166 796.113637790016
168 796.495453504719
170 797.056311876804
172 797.788612533088
174 798.635913727485
176 799.498931140648
178 800.279502515622
180 800.840898616630
182 800.905908458330
184 803.677623200909
186 801.229415909572
188 801.229704888646
190 800.658117275081
192 799.879932286268
194 798.992295720554
196 798.123809480072
198 797.332817107587
200 796.696415895151
