2 400.790089087497
4 400.577397411454
6 400.253311728050
8 399.849544510145
10 399.414379708839
12 398.987139167207
14 398.609986947435
16 398.312114326898
18 398.103707746110
20 397.984586343701
22 397.939750904119
24 397.947390860023
26 397.986985420619
28 398.039105813186
30 398.091698871034
32 398.136977430280
34 398.171818803948
36 398.195374704787
38 398.208835443148
40 398.214657886791
42 398.215864473300
44 398.215076491223
46 398.214233629325
48 398.215024350115
50 398.216194298590
52 398.215535251396
54 398.210451653909
56 398.197922793157
58 398.175686912593
60 398.142751045651
62 398.098698683745
64 398.046621148070
66 397.993633800863
68 397.952430443608
70 397.938954522478
72 397.976576230355
74 398.085008501604
76 398.281407712986
78 398.568920974815
80 398.936614309360
82 399.357190127210
84 399.794332380941
86 400.196515710092
88 400.529786868019
90 400.772377440096
92 400.780011950500
94 400.802341573221
96 400.611005686335
98 400.300956126948
100 399.903833352975
102 399.468200022736
104 399.036644102192
106 398.652974059074
108 398.343023244268
110 398.124844779967
112 397.995423164442
114 397.941585514589
116 397.944049212237
118 397.980572539878
120 398.031895802209
122 398.084973922416
124 398.131644110771
126 398.167520191404
128 398.192335440280
130 398.206899848268
132 398.213447130208
134 398.215132895154
136 398.214491049591
138 398.213770831068
140 398.214172033278
142 398.215006909634
144 398.214684459009
146 398.210238492187
148 398.198804215259
150 398.177776376872
152 398.145786783722
154 398.102620044613
156 398.051074896393
158 397.997330540850
160 397.952970109570
162 397.934436423686
164 397.964401430153
166 398.062411948766
168 398.245705118958
170 398.519344199552
172 398.875886439570
174 399.286195887054
176 399.716854486642
178 400.112378338394
180 400.409569078102
182 400.399957008970
184 403.193858644860
186 399.552835292950
188 400.493555619889
190 400.277381010990
192 399.916954815652
194 399.498679585441
196 399.073491229008
198 398.685517779793
200 398.367973644061
