0	0	0
1	2.07e-18	1.87e-18
2	1.07e-17	7.59e-18
3	4.64e-18	4.19e-18
4	3.02e-18	3.57e-18
5	7.10e-18	6.97e-18
6	2.43e-17	1.94e-17
7	8.95e-18	8.23e-18
8	4.74e-18	5.57e-18
9	1.00e-17	1.07e-17
10	3.21e-17	2.99e-17
11	1.11e-17	1.19e-17
